sentence,aspect,label
at least 10 animals at the zoo had died under questionable circumstances in the past three months but nothing had been done to improve conditions for the animals,Nature & Activities,1
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
small beach with a small restaurant,Nature & Activities,1
it is has no air conditioning either so avoid on hot days,Accommodation,0
The pool and massage were amazing; the room view was disappointing though.,Accommodation,1
there is a variety of animals from all parts of the world,Nature & Activities,2
this beach was really fantastic it its own way and we had a spicy sea food near that in a beach restaurant and was very delicious i do not have any mind to get out of the beach because of its calmness,Food & Dining,0
"It was peaceful near the temple in the early morning, despite the trash around the area.",Crowds & Sustainability,1
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Crowds & Sustainability,1
if your trip cover just the middle part this safari is still a mustgo,Transportation,2
do be careful when getting to the beach as one has to cross the train track that runs parallel to the beach,Nature & Activities,2
our first safari experience and we really enjoyed it,Nature & Activities,3
we enyoid the safari,Nature & Activities,2
this stupa might be nice in case you have not visited myanmar but after visiting myanmar with all the great stupas this one is below average,Religious & Historical,1
lot of beach side rest and restaurants available,Wellness & Relaxation,3
the gift shop was a poor excuse expect to do lots of walking,Entertainment & Shopping,1
note do not stop on the zebra crossing as the police will fine you as our taxi driver found out,Transportation,1
if you come over here i would recommend staying in panama or some place at least 30 minutes outside of arugam bay then maybe visiting at night for a meal by tuk tuk,Food & Dining,1
it could be a beautiful little beach with a stunning jungle walk to reach it but once we arrived i was disappointed with how busy it was there is was no room to lay on the beach large crowds of tours and extremely loud,Nature & Activities,0
very serene and bright image of the sleeping buddha,Wellness & Relaxation,4
"The spa was peaceful, but the food was overpriced and bland.",Food & Dining,1
an aimless walk in a garden and a house,Nature & Activities,2
"Although the weather was hot, shopping and food were both amazing.",Entertainment & Shopping,4
worth a visit as it is more of a collection of buddhist paraphernalia a museum of sorts and a temple,Religious & Historical,4
The pool and massage were amazing; the room view was disappointing though.,Accommodation,1
as per the other reviewers try to go early as the sun heats up the rocks you need to walk on,Nature & Activities,2
Our hotel room was small but very clean; the spa service was excellent.,Wellness & Relaxation,4
with the right balance of romance in the evenings to the sounds of the waves and the city lights to the sunsets with kids running along the beach while we chill out,Wellness & Relaxation,3
looks like a car park whoever thought this was a good idea should be shot and the building needs demolition,Transportation,4
wall paintings in the temple is amazing it is free to visit this temple as this is not a tourists trap,Religious & Historical,1
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
it is a fully functioning religious site of huge significance to the sri lankan people,Religious & Historical,3
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
good information and ability to hold a turtle,Nature & Activities,4
found the whole ancient city experience very disappointing rome or egypt this definitely are not you cannot get anywhere near the sacred bo tree and let us face it you seen one dagoba you seen them all,Religious & Historical,0
there is even a delicious cup of tea included at the end of the tour,Food & Dining,4
when i complained saying that at the ticket counter they promised me for the shuttle but when i come there is no shuttle one of the officers were very kind and he gave the permission to take my own car in to go around the garden,Transportation,0
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Nature & Activities,3
beautiful temple written history,Religious & Historical,4
"It was peaceful near the temple in the early morning, despite the trash around the area.",Religious & Historical,3
its inside the fort,Religious & Historical,2
i walked up to the hotel security that was near thr poolsand informed them,Accommodation,2
area outside the royal palms hotel was kept immaculate the sea brings in a lot of debris which other businesses do not clean as often,Nature & Activities,2
the park also has free wifi clean and welllit toilets a souvenir shop and a kids play area open from 830am to 6pm on all days entry fee for saarc nationality adult lkr 700 child lkr 350 other nationality adult lkr 2500 child 1250,Entertainment & Shopping,3
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
the temple is wellknown for its reclining buddha and the paintings very detailed in brilliant colors which adore the interior walls of the temple which depict events in the life of the buddha in sri lanka and events that took place in the jataka tales,Religious & Historical,4
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
the dagoba and wewatank or reservoir built by the people in the 3rd century before christ is impressive even though the wewa nor the dagoba are not the oldest in the area,Religious & Historical,1
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Transportation,1
"The spa was peaceful, but the food was overpriced and bland.",Wellness & Relaxation,3
an excellent safari highly recommend,Nature & Activities,4
great to see the elephants walk by on their way to the river and play together the chains on some looked to be rubbing and cutting into the leg it is needed to control them but i would prefer they were not chained at all or not made to be a tourist attraction,Nature & Activities,0
enjoyed a lot visiting srilanka but it was short visit as we stay only 4 nights,Accommodation,2
the journey up is best by tuctuc as the road is very narrow it is a great scenic journey up and well worth the visit,Transportation,4
very busy beach on weekends with locals great sunset views street food available from many stalls,Nature & Activities,4
although not as impressive as sigirya ritigala is worth a visit this place used to be a monastery where some monks originally educated in anuradhapura established to help local people,Religious & Historical,0
"The historical museum was fascinating, but the walk to get there was exhausting.",Transportation,1
it is a very nice waterfall just near the road,Transportation,4
we went in the evening and it was one of the most interesting sights on our trip,Transportation,3
but do be prepared for a bumpy ride,Transportation,2
beach was okay but the way is terrible especially with children,Nature & Activities,1
Our hotel room was small but very clean; the spa service was excellent.,Accommodation,2
good collect of articraft and buddha,Religious & Historical,4
a beautiful architectural temple,Religious & Historical,4
the miniature train is cute but it did not entice our kids to wait in line,Transportation,1
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
the waterfall is not touristy at all so the path is overgrown so you will need to watch out for leeches and ticks,Nature & Activities,0
the stupa is easily accessible and very impressive the rock with the viewpoint was a challenge the stones were extremely hot but sometimes there were no proper stairs so wearing socks made it too slippery also the railing was scorching,Religious & Historical,0
"It was peaceful near the temple in the early morning, despite the trash around the area.",Crowds & Sustainability,1
you have to climb some steps and most of it without your shoes so it is wise to go early,Nature & Activities,0
"It was peaceful near the temple in the early morning, despite the trash around the area.",Religious & Historical,3
there is the elephant dance in the evening and if you are lucky you may even see some land monitors walking around freely as they are not captured for the zoo,Entertainment & Shopping,0
the national park also restricts bringing in any food and you are checked at the entry point it was strange however to see other tourists eating at the peak i was not sure why our drink was confiscated,Nature & Activities,0
a beautiful forest with one side a beautiful view of the city but quite noisy as close to the road,Nature & Activities,4
the main beach in the area,Nature & Activities,2
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Transportation,1
make sure you do not enter the factory before looking for the start of the walk,Nature & Activities,1
the views of the sea and other places is good but you do not get a direct unhindered view,Nature & Activities,1
great views out to sea and a nice evening walk,Nature & Activities,4
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Nature & Activities,3
the ancient boat was also fascinating,Religious & Historical,4
a walk early morning or in the evening gives you a good insight and let us you feel the nerve of the town,Nature & Activities,3
Our hotel room was small but very clean; the spa service was excellent.,Accommodation,2
was fascinated by the corals in the walls,Accommodation,2
"Although the weather was hot, shopping and food were both amazing.",Entertainment & Shopping,4
be prepared for a steep walk,Nature & Activities,2
"It was peaceful near the temple in the early morning, despite the trash around the area.",Crowds & Sustainability,1
The pool and massage were amazing; the room view was disappointing though.,Accommodation,1
my daughter said i never knew this at the end of the tour and insisted we buy some tea to take back,Entertainment & Shopping,0
walk over the spit of sand to the other side and there are even more people and more kids but the water is far calmer and lots of people just stand in the water and do not swim so once you are past them it is lovely and there are lots of fish whole shoals swimming by,Nature & Activities,0
a pretty beach a 30 40 minute walk from the middle of unawatuna,Nature & Activities,2
wilpattu is the oldest and largest 1317 sq km national park in sri lanka and we explored it from the delightful leopard trails luxury tented safari camp,Nature & Activities,4
we biked around anuradhapura for the afternoon which was a great way to see the sites and while there was no sunset that day we arrived at the bodhi tree as musicians lead a crowd carrying a 100m long multi coloured ribbon that was delivered to the monks who then wrapped it around the fence of the tree with increasing chanting by the crowd,Crowds & Sustainability,1
"The spa was peaceful, but the food was overpriced and bland.",Food & Dining,1
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Religious & Historical,3
this year looking better at the map i discovered that negombo beach is not fare so we decided to spend our last night here,Nature & Activities,0
it was fairly nice to walk around this lake but especially on the side near the temple there was a lot of ongoing construction,Nature & Activities,3
straight ahead till we saw the fortress hotel then make a left cross the little train track and there it is,Transportation,2
the whole vibe was quite peaceful but also a little eerie,Wellness & Relaxation,2
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
Our hotel room was small but very clean; the spa service was excellent.,Wellness & Relaxation,4
the drive to the tea factory from kandy is breath taking i loved the beautiful roads the tea gardens on the sides of swirling roads with water falls at various locations before we reached the glenloch tea factory which had its own tea garden there are no tickets for this visit you are introduced to a worker there who takes you around covering from the beginning like what kind of tea leaf is plucked and which parts of it is used for white tea green tea black tea and how each of it is processed before they are packed off and sent to colombo for auction to be exported mostly to european countries,Transportation,1
visited the nallur kovil during our recent visit to jaffna,Religious & Historical,2
he made our day without him the stay in tissamaharama would have been nothing special but he definitely made it to one of the best days of the whole trip,Transportation,1
the temple area is quite large in the centre is a building and within that building is another building we went at 630 pm which is when they were having a service,Religious & Historical,1
for anyone interested in buddhist art this is not to be missed,Entertainment & Shopping,1
we went here in the evening and it was far less busy than the other main temples in the city,Crowds & Sustainability,2
beautiful water unlittered beach but so many boats and the fuel fumes were nausiating and spoilt the ambiance and experience,Nature & Activities,4
also go to the bathroom before heading up as there are no facilities on the the way up and on top a poor gentleman learned the hard way,Accommodation,0
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
the procedure of getting into the park was much smoother than at yala national park as there was only one other jeep waiting with us to get into the park,Nature & Activities,2
other animals water buffalo chameleons lots of birds in trees monkeys in an area we stopped in,Nature & Activities,2
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
the tour operator was super knowledgeable friendly and went out of his way to make the trip memorable including developing a little video that we had not expected,Transportation,0
this trip was unforgettable for all the wrong reasons,Transportation,3
there is a large pile of plastic and rubbish about 50m from the beach entrance and a lot more on the walk through the jungle and at the main road,Nature & Activities,3
do not go unless you can snorkel and swim for 15 minutes or longer without touching bottom you cannot stand up beyond 10 meters or so it kills coral,Nature & Activities,0
"The spa was peaceful, but the food was overpriced and bland.",Food & Dining,1
the heat would make any longer in the park unbearable and besides the animals are all hiding and sleeping in the middle of the day,Nature & Activities,2
The pool and massage were amazing; the room view was disappointing though.,Accommodation,1
we had a horrible experience with a tuk tuk driver who wanted to take us to a different spice garden,Transportation,1
our guide was able to give us information on the various sites we came across and we really appreciated both the historical nature of the place along with its natural beauty,Nature & Activities,3
what is truly awful however is i was groped on the main part of the beach by some young local lads,Nature & Activities,1
we had 2 keeps and both the drivers were excellent through shehan jeep safari and an official guide also joined us at the park entrance,Transportation,4
there are also a lot of locals who try to get you on one of those boats with a glass bottom and they will not stop pushing you until you walk away,Nature & Activities,0
you can get a pot of tea in a kind of restaurant teher for 350 ruppes,Food & Dining,4
the factory has guides to take you on an informative walk around the tea factory,Nature & Activities,2
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
"The historical museum was fascinating, but the walk to get there was exhausting.",Transportation,1
i loved it to walk around,Nature & Activities,4
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Religious & Historical,3
then i guess the rest is interesting if you like architecture and religious history,Wellness & Relaxation,3
very clean and not too busy,Crowds & Sustainability,0
you will see more plastic waste then fish,Crowds & Sustainability,2
interesting monuments temple and budda statue and the rock which you can hike and see a beautiful view from the top,Religious & Historical,4
Our hotel room was small but very clean; the spa service was excellent.,Wellness & Relaxation,4
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Transportation,0
upon arrival visitors must remove their shoes and dress appropriately out of respect for the temple,Religious & Historical,3
it is wide and the sand is very fine,Nature & Activities,3
you have to protect your food and space or they will literally swoop down and take the food right out of your hand the hotels use nets to protect the restaurants but his is not enough they need to string fishing lines all around the trees and over he pool,Food & Dining,2
"Although the weather was hot, shopping and food were both amazing.",Entertainment & Shopping,4
jade buddha is very serene and luminous,Wellness & Relaxation,3
so if you treat it as museum it is ok as a temple not looked after,Religious & Historical,0
a dagoba with lovely and interesting carvings on the rocks,Religious & Historical,3
my hotel arranged a tuktuk from anuradhapura for 4 hours at a cost of 2000 rupees leaving little time for shrinecaves,Religious & Historical,2
unfortunately the coral was destroyed in the tsunami but there are still fish,Nature & Activities,1
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
The pool and massage were amazing; the room view was disappointing though.,Accommodation,1
a great vantage point from the ramboda falls hotel where you can get a quick refreshment comfort break,Accommodation,3
i love this beach it is beautiful clean and not a lot of tourists so it is quite the sand is nice and the waves are cool if you want to relax this is the right beach for you,Wellness & Relaxation,0
great waterfall to see via tuk tuk journey good to do before a tea plantation free and always better when things are free good photo spot and you can walk up to a ledge bit to sit and also a good photo spot,Nature & Activities,4
we did not get to see too many animals because there is plenty of water inside the jungle for them to drink,Food & Dining,1
very beautiful buddhist temple in colombo sri lanka,Religious & Historical,4
there is a lot of restaurants and bar on the beach but it still has a lot of charm and is a fun place to be,Nature & Activities,3
"It was peaceful near the temple in the early morning, despite the trash around the area.",Crowds & Sustainability,1
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Transportation,1
there is a store at the end which sells various tea related items there is absolutely no hard sell what so ever really enjoyable due to this,Food & Dining,0
the beach is clean too,Nature & Activities,3
it is nice to walk out on it and take a photo,Nature & Activities,4
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
this really was quite a drive so if yuk tuk driver recommends they wait for you to finish tour say yes there are no tuk tuks waiting for pick ups and we were very grateful knowing we did not have to walk balk down the hill the tour itself was absolutely fascinating in fact the highlight of our trip in ella,Transportation,0
the walk passes through dozens and dozens of hotels and bb is and it is likely to be more crowded and busy once the monstrosity of a hotel is built in the unawatuna beach so better get here quick before it loses its charm,Crowds & Sustainability,3
upon entering i noticed the open planed theme of the place which made it look bigger than it actually was walking through the displays takes you from the very beginning of this palace which has a ton of ancient artefacts to behold and anyone with a sense of history will find this very interesting as it builds up to the construction of the rock fortress itself,Religious & Historical,0
there is not enough advice about not walking on or touching the coral and consequently many people destroy it,Nature & Activities,1
huge rock fortress reflecting a great culture and heritage standing high touching the blue sky showing spectacular views all around from the top of the rock,Religious & Historical,3
"It was peaceful near the temple in the early morning, despite the trash around the area.",Religious & Historical,3
the waterfall is beautiful it is a quiet place so you can enjoy a picknick without being bothered by local people or crowds of touristst,Nature & Activities,0
this park has the largest group of wild asian elephants and we did not have to drive far before we saw lots of them,Transportation,2
you are only likely to go here if you are staying at a hotel though it is a public beach,Accommodation,2
its a great place to snorkel or scuba but beware of jellyfish,Nature & Activities,0
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
really nice beach,Nature & Activities,4
even though the experience that we had at the national park was unforgettably awesome literally buddi is given epic moment which was beyond our expectation,Nature & Activities,4
i found the fact that none of the guides use binoculars amazing note for birders if you have spare time walk the access road between the ticket office and kudawa bridge below,Transportation,0
the animals look miserable and sick with no fur or feathers,Nature & Activities,0
we had a great couple of days at marble beach,Nature & Activities,4
"The historical museum was fascinating, but the walk to get there was exhausting.",Transportation,1
the tuctuc ride to the gate is up some tiny little roads which is quite strange for such a notable attraction,Transportation,0
steep walk up to caves,Nature & Activities,2
might be due to the fact we took the morning jeep safari organized by my driver 45 usd pax and also because of the unfortunate terrorist attacks that happened three months ago,Nature & Activities,1
the signs are very clear there to the waterfall and it is safe and amazing,Nature & Activities,4
"Although the weather was hot, shopping and food were both amazing.",Entertainment & Shopping,4
enjoyed our stay though just did not budget enough,Accommodation,1
they have a nice tea shop where you can buy the tea that you liked,Entertainment & Shopping,4
i highly recommend this nature reserve to all you could sit there all day just staring and would never get bored,Nature & Activities,0
it is nice temple in the miss of the city,Religious & Historical,4
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Nature & Activities,3
we visited in the morning time and there were hardly any one at the stupa,Religious & Historical,1
hopefully we bought some breakfast before since there was no possibility to get some the hotel hievet offered to prepare us breakfast for some phantasy price extra which we did not do,Food & Dining,0
this was a highlight of our trip 5 hours in a jeep with a guide who knew how to find the animals,Transportation,2
what the walk does allow for is glimpses of the temple of the tooth and in the right light reflections of the gold temple roof bouncing off the water,Religious & Historical,3
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Transportation,0
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
it is so worth it to stay at haputale to do this walk and see the views which are spectacular,Accommodation,4
you can even enjoy the view of this fall while having food at ramboda hotel,Accommodation,3
try to avoid this if possible as you will have many opportunities to take photos of them in the river on the road and in the orphanage without lining the pockets of opportunists using them for a photo opportunity,Transportation,1
the park was very busy at numerous points we were in a convoy of 5 or 6 jeeps which does not make for the most enjoyable experience especially the way the drivers jostle reverse and drive alongside the animals to get the best views,Nature & Activities,0
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
back up the road to the shops and to collect ones shoes,Transportation,2
the bentota beach rock cafe was lovely and the food wonderful,Nature & Activities,4
he shares his excellent knowledge during the tour and is very patient with us foreigners that are stunned by the animals,Nature & Activities,4
many birds to see too the driver and the guide are well versed in how to spot the animals and we were not disappointed crocodiles water buffaloes cranes eagles owls and the elephants what a thrill,Transportation,1
the temple is filled with furniture jewellery even cars that have been donated,Religious & Historical,3
we were hoping it would be the highlight of our trip sadly it left us with bad memories for this part of the trip,Transportation,1
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
they hav beach on their boundary,Nature & Activities,2
it is free to walk around and you give a tip,Nature & Activities,3
it is steep in places so take some water with you there is nowhere to buy any at the top you need to leave your shoes 100 rps per person and entry to the temple complex is 1500 rps each,Religious & Historical,0
there are even free guides a your service,Accommodation,3
no shoes allowed inside the temple and cover your knees,Religious & Historical,2
we went there to visit the temple and it was a nice visit with beautiful views but the temple was a little far away and it was small compared with the others from the sacred area,Religious & Historical,3
"The historical museum was fascinating, but the walk to get there was exhausting.",Transportation,1
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
nice waterfall close to the tea fields,Nature & Activities,4
there are no high rise properties or properties really visible from the beach,Nature & Activities,0
Our hotel room was small but very clean; the spa service was excellent.,Accommodation,2
because it is relatively small you will meet many other jeeps and because your pay to the jeep driver is fixed so he will try to get back home as soon as possible not try to find you the best spot to observe the animals,Nature & Activities,0
we could not have asked for a better 6 hours in this beautiful ancient city,Religious & Historical,0
it was handy to have the buggy which cost 2000 lkr 500lkr as tip for the driver as it had started raining heavily while we were still on the rounds,Transportation,2
we also wanted to surf but we were near the corner of the beach stayed in hikka trans by cinnamon and there were 2 different wave patterns so it was not brilliant for surfing either,Nature & Activities,0
it really is a must to visit with the remains of coral walls and past evidence of the destruction sad,Accommodation,1
did not see any crows here maybe they go to where the food are at the tourist chain of hotels the sandy beach is nice and long,Food & Dining,1
as we all religious sites it is always an interesting visit and the history of the caves are impressive,Religious & Historical,3
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Crowds & Sustainability,1
this is a beautiful island with clean water and perfect for snorkel lots of beautiful fish star fish and amazing coral,Nature & Activities,0
bikes for rent are mostly in a sad condition and not fun to ride,Transportation,1
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
"Although the weather was hot, shopping and food were both amazing.",Entertainment & Shopping,4
unsurprisingly it was quiet at that time,Wellness & Relaxation,2
quite a dangerous beach in april hard to swim because of rip tide and large waves,Nature & Activities,1
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
"It was peaceful near the temple in the early morning, despite the trash around the area.",Crowds & Sustainability,1
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
the products in the shop were lovely,Entertainment & Shopping,3
after some 2 3 hours the naturalist guide suggested we go to the village area in a jeep where he reckoned we could see a number of birds not previously seen,Transportation,0
the food was fine but nothing special,Food & Dining,1
the falls are certainly impressive as was the family of monkeys hanging out there waiting to be fed but i am not convinced the falls are worth the 10 kilometre round trip by foot from ella along the busy road that is the only access,Transportation,1
it is essential to hire a driver service while visiting anuradhapura site since the attractions are located pretty far from one another,Religious & Historical,2
but we did not get to see the tigers for some reason most of the animals look unhappy lonely and upset as other travellers have mentioned,Nature & Activities,0
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Transportation,0
same with mosquitoes according to my guide humans are not the preferred food so the mozzies do not bother you in so balanced an ecosysytem,Food & Dining,0
we went to the pinnawala elephant orphanage with our driver as our guide if you did not have someone with you who knew how the place worked you would be at a loss as you are not given any information when you purchase your tickets,Transportation,0
very cool and peaceful place with buddha statues all over the caves,Religious & Historical,3
we spontaneously arranged the tour with him since our hostel did not really offer tours to bundala and we definitely wanted to go to bundala instead of the apparently over crowded yala national park and it was the best choice we could have made,Accommodation,0
5 hour tuk tuk sightseeing tour of the ancient sites we paid rs 2500 for the tour but appears we paid way more than necessary as we booked this through our guesthouse other drivers are only charging rs 1500 however we still felt this was value for money as our driver fernando was very knowledgeable and a very pleasant,Religious & Historical,3
they had one small plot where you were not aloud to swim because they were preserving corals there,Nature & Activities,1
"The spa was peaceful, but the food was overpriced and bland.",Wellness & Relaxation,3
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
we had lunch included in our ship is shore excursion at a hotel by the river and luckily for us they had quite a few elephants bathing there a lovely thing to see,Food & Dining,3
elephants are just too majestic to be missed especially in their own space in nature,Nature & Activities,3
of course there is a shop to buy if you want but no high pressure sales,Entertainment & Shopping,2
it is right at the bottom of lipton is seat so like most people we went on the way back from lipton is seat recommended if you do not want to waste resources finding other tea factory to visit just like us,Crowds & Sustainability,0
check out the photos,Accommodation,2
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
we was here on august it is nature and really quiet beach,Nature & Activities,2
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Transportation,0
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Transportation,1
every yard is green colour,Crowds & Sustainability,1
we did not buy anything and there was no pressure to do so,Entertainment & Shopping,0
"The spa was peaceful, but the food was overpriced and bland.",Food & Dining,1
there is quite a variety at the shop but the prices are very touristy to be honest,Entertainment & Shopping,4
if you require a local english speaking tuk tuk driver and guide for temple tours fish market toursturtle release and conservation tours and anything else you might need including shopping and money exchange them denis is your man with he is brand new gleaming red tuk tuk,Transportation,2
"It was peaceful near the temple in the early morning, despite the trash around the area.",Crowds & Sustainability,1
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
watch out for leeches best to wear shoes not flip flops as we learned but it was beautiful and shady so the walk was comfortable even in the heat of sri lanka,Nature & Activities,0
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
i suggest there should be warnings that if you are caught dropping litter you should have to give up half an hour of your time to litter pick just one photo of a huge hotel,Accommodation,2
another very colourful temple but in a spectacular location and so colourful and bright,Religious & Historical,0
Our hotel room was small but very clean; the spa service was excellent.,Wellness & Relaxation,4
outstanding panoramic view and great 2 hours walk back to the tea factory among the tea plantations with beautiful lively green colours and tamil women pickers,Nature & Activities,1
"Although the weather was hot, shopping and food were both amazing.",Food & Dining,4
"The spa was peaceful, but the food was overpriced and bland.",Wellness & Relaxation,3
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Transportation,1
the beach has many watering holes and we enjoyed some calamari and beer at the end of the morning,Entertainment & Shopping,4
a national park without too many jeeps and plenty of animals and birds if you are persistent and keep you eyes open,Nature & Activities,1
while having lunch near the beach we took the opportunity to have a swim and really enjoyed it,Nature & Activities,3
nice to walk and many restaurant are there for snacks and tea and coffee cleanse was ok nice view and very beautiful,Food & Dining,4
it is wonderful sensible art no offense,Entertainment & Shopping,0
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
the beach was quiet and there was staff to be of help all day,Nature & Activities,2
i think a day in galle is enough unless you are watching the cricket to soak up the atmosphere walk the wall look at some shops visit the churches and have a good meal,Food & Dining,3
most of us drink tea but i suspect that few of us know the picking and production process so the tour was both informative and interesting,Food & Dining,3
this is beautiful temple you need about half an hour here,Religious & Historical,3
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
if not to stay for a couple of days be sure to stop to enjoy the beautiful blue waters,Accommodation,1
we stayed there for two nights and enjoyed soooo much the rooms are so close to seawater anytime any moment i can jump into the sea if i want as the beach are in privacy not in public,Accommodation,0
the smells constantly change and as you walk around every smell is unique and special,Nature & Activities,3
no tourists were there that day we went to the side where the hotel is as there is also a part where is open to everyone,Accommodation,0
the elephant hotel is an ideal spot to having a drnk and some lunch as they have a balcony area overlooking the river,Nature & Activities,4
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
a lot of guides will get you to rush back on the return path in order to fit in a visit to the tea plantation and buy way overpriced tea,Entertainment & Shopping,3
most places have beach facilities like chairs shades barrestaurant but we could not find a nice place to hang around,Accommodation,1
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
these guys that should be looking at the walfare of these animals have absolutely no regard for them what so ever,Nature & Activities,0
we had the services of a terrific guide he had an encyclopedic knowledge of each structure and ruin and made our visit a rich and rewarding experience,Religious & Historical,3
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Transportation,1
i loved this beach i had a very relaxing time there,Nature & Activities,4
you will feel like in the middle of the jungle surrounded by monkeys deer lizards and flocks of various species of birds,Nature & Activities,2
this historical fort was built by portuguese about 3 centuries ago,Religious & Historical,2
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Religious & Historical,3
what good advice we had a guide in an ancient jeep which rattled along the road from habarana but it was to prove its worth later on as we saw lots of fancy modern ones stuck in the mud,Transportation,3
if you have a few minutes to spare stop by one of the cafes on the side on the road and enjoy a cold drink and a panoramic view of trinco,Food & Dining,2
we had a drink in a newly refurbished bar with a white picket fence was clean good service and comfortable with sunbeds,Accommodation,3
the surfing waves did get busy late afternoon but it was quiet early in the morning,Wellness & Relaxation,2
"Although the weather was hot, shopping and food were both amazing.",Food & Dining,4
"Although the weather was hot, shopping and food were both amazing.",Entertainment & Shopping,4
the ride to the museum is already quite nice as it takes you away from the hustle and bustle of kandy,Transportation,4
at first we thought it would be your typical roam around turtle hatcherysanctuary but it was not this place is run by a very nice and hospitable family,Nature & Activities,0
i really enjoyed the landscape a mixture of lakes trees and the beach,Nature & Activities,4
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Transportation,1
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Transportation,0
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
some parts of the beach at the fishermen end a little dirty but during peak season it all gets cleaned up,Nature & Activities,1
the small orchid collection is not special but take about 2 hrs to walk through the garden,Nature & Activities,1
tour guide was good got to walk around the plants then the factory drink some tea and then the shop at the end,Food & Dining,4
"Although the weather was hot, shopping and food were both amazing.",Entertainment & Shopping,4
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Religious & Historical,3
there are a series of waterfalls all visible from the road for those not able to walk up to the base of the falls,Transportation,1
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
polonnawura richly deserves its status as a world heritage site,Religious & Historical,3
you become used to being constantly hassled and cajoled into parting with your money so to visit somewhere so peaceful and beautiful and to be given it for free with no obligation to buy anything is a unique experience,Wellness & Relaxation,0
anuradhapura it self is nice but all the sights are so scattered that you never have the idea that you are visiting an ancient city,Religious & Historical,0
"The historical museum was fascinating, but the walk to get there was exhausting.",Transportation,1
there are a few nice exhibits but most animals are housed in very small concrete and metal cages,Nature & Activities,3
"The spa was peaceful, but the food was overpriced and bland.",Wellness & Relaxation,3
absolutely calm and what a surreal experience,Wellness & Relaxation,3
