place,user_type,unsafe_review_percent,Wellness & Relaxation,Transportation,Food & Dining,Nature & Activities,Entertainment & Shopping,Accommodation,Crowds & Sustainability,Religious & Historical
Abhayagiri Dagaba,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 33.33%; positive: 66.67%; very positive: 0.0%
Samadhi Statue,solo,0.0,very negative: 3.85%; negative: 0.0%; neutral: 88.46%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.15%; positive: 0.0%; very positive: 3.85%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.15%; positive: 3.85%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 3.85%; very positive: 3.85%,very negative: 0.0%; negative: 0.0%; neutral: 96.15%; positive: 3.85%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 69.23%; positive: 15.38%; very positive: 15.38%
Samadhi Statue,unknown,0.0,very negative: 1.01%; negative: 1.01%; neutral: 90.91%; positive: 6.06%; very positive: 1.01%,very negative: 0.0%; negative: 0.0%; neutral: 98.99%; positive: 0.0%; very positive: 1.01%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.98%; positive: 2.02%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.99%; positive: 1.01%; very positive: 0.0%,very negative: 5.05%; negative: 3.03%; neutral: 67.68%; positive: 17.17%; very positive: 7.07%
Sea Turtle Farm Galle Mahamodara,couple,14.29,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 14.29%; negative: 0.0%; neutral: 85.71%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 14.29%; negative: 0.0%; neutral: 71.43%; positive: 14.29%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 14.29%; negative: 0.0%; neutral: 71.43%; positive: 14.29%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Sea Turtle Farm Galle Mahamodara,family,0.0,very negative: 0.0%; negative: 3.7%; neutral: 96.3%; positive: 0.0%; very positive: 0.0%,very negative: 7.41%; negative: 0.0%; neutral: 85.19%; positive: 3.7%; very positive: 3.7%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 11.11%; negative: 7.41%; neutral: 59.26%; positive: 18.52%; very positive: 3.7%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.3%; positive: 3.7%; very positive: 0.0%
Sea Turtle Farm Galle Mahamodara,group,1.43,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.43%; negative: 1.43%; neutral: 97.14%; positive: 0.0%; very positive: 0.0%,very negative: 1.43%; negative: 0.0%; neutral: 98.57%; positive: 0.0%; very positive: 0.0%,very negative: 4.29%; negative: 10.0%; neutral: 58.57%; positive: 14.29%; very positive: 12.86%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 1.43%; neutral: 98.57%; positive: 0.0%; very positive: 0.0%,very negative: 1.43%; negative: 1.43%; neutral: 95.71%; positive: 1.43%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Sea Turtle Farm Galle Mahamodara,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.3%; positive: 2.7%; very positive: 0.0%,very negative: 2.7%; negative: 0.0%; neutral: 97.3%; positive: 0.0%; very positive: 0.0%,very negative: 2.7%; negative: 8.11%; neutral: 59.46%; positive: 24.32%; very positive: 5.41%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 94.59%; positive: 0.0%; very positive: 5.41%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Sea Turtle Farm Galle Mahamodara,unknown,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 5.45%; negative: 0.0%; neutral: 90.91%; positive: 3.64%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.18%; positive: 0.0%; very positive: 1.82%,very negative: 3.64%; negative: 3.64%; neutral: 54.55%; positive: 14.55%; very positive: 23.64%,very negative: 1.82%; negative: 0.0%; neutral: 98.18%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.18%; positive: 0.0%; very positive: 1.82%,very negative: 0.0%; negative: 1.82%; neutral: 94.55%; positive: 1.82%; very positive: 1.82%,very negative: 0.0%; negative: 0.0%; neutral: 98.18%; positive: 1.82%; very positive: 0.0%
Sigiriya Museum,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 28.57%; negative: 0.0%; neutral: 42.86%; positive: 28.57%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 14.29%; negative: 0.0%; neutral: 85.71%; positive: 0.0%; very positive: 0.0%
Sigiriya Museum,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 14.29%; neutral: 85.71%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 14.29%; negative: 0.0%; neutral: 85.71%; positive: 0.0%; very positive: 0.0%
Sigiriya Museum,group,0.0,very negative: 1.85%; negative: 0.0%; neutral: 94.44%; positive: 1.85%; very positive: 1.85%,very negative: 0.0%; negative: 0.0%; neutral: 98.15%; positive: 1.85%; very positive: 0.0%,very negative: 1.85%; negative: 0.0%; neutral: 98.15%; positive: 0.0%; very positive: 0.0%,very negative: 7.41%; negative: 1.85%; neutral: 75.93%; positive: 11.11%; very positive: 3.7%,very negative: 7.41%; negative: 0.0%; neutral: 88.89%; positive: 1.85%; very positive: 1.85%,very negative: 3.7%; negative: 0.0%; neutral: 94.44%; positive: 1.85%; very positive: 0.0%,very negative: 0.0%; negative: 1.85%; neutral: 96.3%; positive: 1.85%; very positive: 0.0%,very negative: 1.85%; negative: 1.85%; neutral: 87.04%; positive: 9.26%; very positive: 0.0%
Sigiriya Museum,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.87%; positive: 2.13%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 6.38%; negative: 4.26%; neutral: 70.21%; positive: 17.02%; very positive: 2.13%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 4.26%; negative: 2.13%; neutral: 91.49%; positive: 2.13%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.87%; positive: 2.13%; very positive: 0.0%,very negative: 4.26%; negative: 2.13%; neutral: 91.49%; positive: 2.13%; very positive: 0.0%
Sigiriya Museum,unknown,0.0,very negative: 0.0%; negative: 0.95%; neutral: 99.05%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.1%; positive: 0.0%; very positive: 1.9%,very negative: 0.0%; negative: 0.0%; neutral: 99.05%; positive: 0.0%; very positive: 0.95%,very negative: 1.9%; negative: 6.67%; neutral: 72.38%; positive: 11.43%; very positive: 7.62%,very negative: 1.9%; negative: 2.86%; neutral: 91.43%; positive: 3.81%; very positive: 0.0%,very negative: 1.9%; negative: 0.0%; neutral: 95.24%; positive: 1.9%; very positive: 0.95%,very negative: 0.0%; negative: 1.9%; neutral: 98.1%; positive: 0.0%; very positive: 0.0%,very negative: 2.86%; negative: 0.0%; neutral: 87.62%; positive: 6.67%; very positive: 2.86%
Sigiriya The Ancient Rock Fortress,couple,3.45,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 10.34%; negative: 3.45%; neutral: 79.31%; positive: 3.45%; very positive: 3.45%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 17.24%; negative: 0.0%; neutral: 68.97%; positive: 6.9%; very positive: 6.9%,very negative: 6.9%; negative: 0.0%; neutral: 93.1%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 89.66%; positive: 6.9%; very positive: 3.45%
Sigiriya The Ancient Rock Fortress,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 98.11%; positive: 0.0%; very positive: 1.89%,very negative: 0.0%; negative: 3.77%; neutral: 90.57%; positive: 1.89%; very positive: 3.77%,very negative: 1.89%; negative: 0.0%; neutral: 98.11%; positive: 0.0%; very positive: 0.0%,very negative: 1.89%; negative: 5.66%; neutral: 81.13%; positive: 5.66%; very positive: 5.66%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.89%; negative: 1.89%; neutral: 92.45%; positive: 1.89%; very positive: 1.89%,very negative: 1.89%; negative: 0.0%; neutral: 98.11%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 3.77%; neutral: 83.02%; positive: 7.55%; very positive: 5.66%
Sigiriya The Ancient Rock Fortress,group,0.62,very negative: 2.47%; negative: 0.0%; neutral: 96.3%; positive: 0.62%; very positive: 0.62%,very negative: 1.23%; negative: 1.23%; neutral: 94.44%; positive: 0.62%; very positive: 2.47%,very negative: 1.23%; negative: 0.0%; neutral: 97.53%; positive: 1.23%; very positive: 0.0%,very negative: 6.17%; negative: 3.09%; neutral: 60.49%; positive: 24.69%; very positive: 5.56%,very negative: 0.0%; negative: 0.0%; neutral: 99.38%; positive: 0.0%; very positive: 0.62%,very negative: 1.23%; negative: 1.23%; neutral: 96.91%; positive: 0.62%; very positive: 0.0%,very negative: 0.62%; negative: 1.85%; neutral: 96.3%; positive: 1.23%; very positive: 0.0%,very negative: 0.62%; negative: 0.0%; neutral: 95.06%; positive: 2.47%; very positive: 1.85%
Sigiriya The Ancient Rock Fortress,solo,1.25,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 2.5%; neutral: 93.75%; positive: 3.75%; very positive: 0.0%,very negative: 0.0%; negative: 1.25%; neutral: 98.75%; positive: 0.0%; very positive: 0.0%,very negative: 5.0%; negative: 7.5%; neutral: 71.25%; positive: 12.5%; very positive: 3.75%,very negative: 1.25%; negative: 0.0%; neutral: 98.75%; positive: 0.0%; very positive: 0.0%,very negative: 1.25%; negative: 0.0%; neutral: 98.75%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.25%; negative: 2.5%; neutral: 91.25%; positive: 3.75%; very positive: 1.25%
Sigiriya The Ancient Rock Fortress,unknown,0.63,very negative: 0.0%; negative: 1.89%; neutral: 96.86%; positive: 0.63%; very positive: 0.63%,very negative: 0.63%; negative: 0.0%; neutral: 96.86%; positive: 1.26%; very positive: 1.26%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 4.4%; negative: 6.29%; neutral: 58.49%; positive: 23.9%; very positive: 6.92%,very negative: 0.63%; negative: 0.0%; neutral: 98.74%; positive: 0.63%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.11%; positive: 1.26%; very positive: 0.63%,very negative: 1.26%; negative: 0.63%; neutral: 95.6%; positive: 2.52%; very positive: 0.0%,very negative: 0.63%; negative: 1.26%; neutral: 83.65%; positive: 8.18%; very positive: 6.29%
Sinharaja Forest Reserve,couple,2.63,very negative: 0.0%; negative: 0.0%; neutral: 94.74%; positive: 5.26%; very positive: 0.0%,very negative: 0.0%; negative: 2.63%; neutral: 94.74%; positive: 0.0%; very positive: 2.63%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 7.89%; negative: 0.0%; neutral: 63.16%; positive: 21.05%; very positive: 7.89%,very negative: 5.26%; negative: 0.0%; neutral: 94.74%; positive: 0.0%; very positive: 0.0%,very negative: 2.63%; negative: 0.0%; neutral: 94.74%; positive: 2.63%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Sinharaja Forest Reserve,family,5.0,very negative: 1.0%; negative: 2.0%; neutral: 95.0%; positive: 1.0%; very positive: 1.0%,very negative: 2.0%; negative: 2.0%; neutral: 91.0%; positive: 4.0%; very positive: 1.0%,very negative: 0.0%; negative: 1.0%; neutral: 97.0%; positive: 0.0%; very positive: 2.0%,very negative: 10.0%; negative: 6.0%; neutral: 68.0%; positive: 8.0%; very positive: 8.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.0%; positive: 1.0%; very positive: 2.0%,very negative: 1.0%; negative: 0.0%; neutral: 96.0%; positive: 2.0%; very positive: 1.0%,very negative: 0.0%; negative: 1.0%; neutral: 97.0%; positive: 1.0%; very positive: 1.0%,very negative: 0.0%; negative: 1.0%; neutral: 99.0%; positive: 0.0%; very positive: 0.0%
Sinharaja Forest Reserve,group,0.55,very negative: 0.55%; negative: 0.28%; neutral: 97.79%; positive: 0.83%; very positive: 0.55%,very negative: 3.87%; negative: 1.66%; neutral: 89.5%; positive: 2.49%; very positive: 2.49%,very negative: 0.83%; negative: 0.28%; neutral: 98.34%; positive: 0.55%; very positive: 0.0%,very negative: 8.56%; negative: 5.52%; neutral: 58.29%; positive: 16.02%; very positive: 11.6%,very negative: 0.0%; negative: 0.28%; neutral: 99.72%; positive: 0.0%; very positive: 0.0%,very negative: 1.66%; negative: 0.55%; neutral: 95.3%; positive: 1.38%; very positive: 1.1%,very negative: 1.38%; negative: 0.55%; neutral: 97.51%; positive: 0.55%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Sinharaja Forest Reserve,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 97.56%; positive: 2.44%; very positive: 0.0%,very negative: 2.44%; negative: 0.0%; neutral: 90.24%; positive: 7.32%; very positive: 0.0%,very negative: 2.44%; negative: 0.0%; neutral: 95.12%; positive: 0.0%; very positive: 2.44%,very negative: 19.51%; negative: 2.44%; neutral: 46.34%; positive: 14.63%; very positive: 17.07%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 92.68%; positive: 4.88%; very positive: 2.44%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.56%; positive: 2.44%; very positive: 0.0%
Sinharaja Forest Reserve,unknown,0.0,very negative: 0.0%; negative: 0.0%; neutral: 95.18%; positive: 3.61%; very positive: 1.2%,very negative: 1.2%; negative: 1.2%; neutral: 95.18%; positive: 1.2%; very positive: 1.2%,very negative: 0.0%; negative: 0.0%; neutral: 98.8%; positive: 1.2%; very positive: 0.0%,very negative: 2.41%; negative: 8.43%; neutral: 53.01%; positive: 20.48%; very positive: 15.66%,very negative: 0.0%; negative: 0.0%; neutral: 96.39%; positive: 3.61%; very positive: 0.0%,very negative: 1.2%; negative: 0.0%; neutral: 96.39%; positive: 1.2%; very positive: 1.2%,very negative: 0.0%; negative: 1.2%; neutral: 97.59%; positive: 1.2%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.59%; positive: 2.41%; very positive: 0.0%
St Clair's Falls,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 75.0%; positive: 25.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
St Clair's Falls,group,0.0,very negative: 0.0%; negative: 0.0%; neutral: 97.83%; positive: 2.17%; very positive: 0.0%,very negative: 6.52%; negative: 0.0%; neutral: 78.26%; positive: 10.87%; very positive: 4.35%,very negative: 2.17%; negative: 0.0%; neutral: 93.48%; positive: 2.17%; very positive: 2.17%,very negative: 4.35%; negative: 2.17%; neutral: 63.04%; positive: 17.39%; very positive: 13.04%,very negative: 2.17%; negative: 0.0%; neutral: 95.65%; positive: 0.0%; very positive: 2.17%,very negative: 0.0%; negative: 0.0%; neutral: 95.65%; positive: 4.35%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 93.48%; positive: 6.52%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
St Clair's Falls,solo,4.55,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 22.73%; negative: 0.0%; neutral: 63.64%; positive: 4.55%; very positive: 9.09%,very negative: 0.0%; negative: 0.0%; neutral: 90.91%; positive: 4.55%; very positive: 4.55%,very negative: 0.0%; negative: 4.55%; neutral: 68.18%; positive: 4.55%; very positive: 22.73%,very negative: 0.0%; negative: 0.0%; neutral: 95.45%; positive: 4.55%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
St Clair's Falls,unknown,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 3.75%; negative: 3.75%; neutral: 76.25%; positive: 8.75%; very positive: 7.5%,very negative: 1.25%; negative: 2.5%; neutral: 93.75%; positive: 0.0%; very positive: 2.5%,very negative: 5.0%; negative: 1.25%; neutral: 71.25%; positive: 15.0%; very positive: 7.5%,very negative: 1.25%; negative: 0.0%; neutral: 97.5%; positive: 0.0%; very positive: 1.25%,very negative: 1.25%; negative: 0.0%; neutral: 97.5%; positive: 0.0%; very positive: 1.25%,very negative: 0.0%; negative: 1.25%; neutral: 95.0%; positive: 3.75%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.75%; positive: 0.0%; very positive: 1.25%
Temple of the Sacred Tooth Relic,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 96.43%; positive: 3.57%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 92.86%; positive: 7.14%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.43%; positive: 3.57%; very positive: 0.0%,very negative: 3.57%; negative: 0.0%; neutral: 96.43%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.43%; positive: 3.57%; very positive: 0.0%,very negative: 7.14%; negative: 10.71%; neutral: 50.0%; positive: 21.43%; very positive: 10.71%
Temple of the Sacred Tooth Relic,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 93.33%; positive: 3.33%; very positive: 3.33%,very negative: 3.33%; negative: 0.0%; neutral: 86.67%; positive: 0.0%; very positive: 10.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.67%; positive: 0.0%; very positive: 3.33%,very negative: 0.0%; negative: 0.0%; neutral: 96.67%; positive: 3.33%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.67%; positive: 0.0%; very positive: 3.33%,very negative: 0.0%; negative: 0.0%; neutral: 93.33%; positive: 6.67%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 3.33%; negative: 6.67%; neutral: 66.67%; positive: 13.33%; very positive: 10.0%
Temple of the Sacred Tooth Relic,group,1.47,very negative: 0.49%; negative: 0.0%; neutral: 97.06%; positive: 1.96%; very positive: 0.49%,very negative: 0.49%; negative: 0.49%; neutral: 97.06%; positive: 1.96%; very positive: 0.0%,very negative: 0.49%; negative: 0.0%; neutral: 99.51%; positive: 0.0%; very positive: 0.0%,very negative: 1.96%; negative: 0.98%; neutral: 93.63%; positive: 1.96%; very positive: 1.47%,very negative: 0.98%; negative: 0.0%; neutral: 97.06%; positive: 0.98%; very positive: 0.98%,very negative: 2.94%; negative: 0.49%; neutral: 94.12%; positive: 1.96%; very positive: 0.49%,very negative: 0.98%; negative: 0.0%; neutral: 96.08%; positive: 2.94%; very positive: 0.0%,very negative: 11.27%; negative: 4.9%; neutral: 55.39%; positive: 19.12%; very positive: 9.31%
Temple of the Sacred Tooth Relic,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 98.41%; positive: 0.0%; very positive: 1.59%,very negative: 1.59%; negative: 0.0%; neutral: 93.65%; positive: 4.76%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 3.17%; negative: 0.0%; neutral: 92.06%; positive: 4.76%; very positive: 0.0%,very negative: 0.0%; negative: 1.59%; neutral: 92.06%; positive: 4.76%; very positive: 1.59%,very negative: 1.59%; negative: 0.0%; neutral: 95.24%; positive: 1.59%; very positive: 1.59%,very negative: 1.59%; negative: 0.0%; neutral: 96.83%; positive: 1.59%; very positive: 0.0%,very negative: 1.59%; negative: 1.59%; neutral: 68.25%; positive: 19.05%; very positive: 9.52%
Temple of the Sacred Tooth Relic,unknown,0.56,very negative: 0.0%; negative: 0.0%; neutral: 93.22%; positive: 5.08%; very positive: 1.69%,very negative: 0.0%; negative: 0.0%; neutral: 99.44%; positive: 0.56%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 99.44%; positive: 0.0%; very positive: 0.56%,very negative: 1.13%; negative: 0.56%; neutral: 95.48%; positive: 1.69%; very positive: 1.13%,very negative: 0.56%; negative: 0.0%; neutral: 98.31%; positive: 0.56%; very positive: 0.56%,very negative: 0.0%; negative: 0.0%; neutral: 99.44%; positive: 0.56%; very positive: 0.0%,very negative: 1.13%; negative: 0.56%; neutral: 93.79%; positive: 4.52%; very positive: 0.0%,very negative: 4.52%; negative: 5.08%; neutral: 54.8%; positive: 22.03%; very positive: 13.56%
Tissa Wewa,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 0.0%; positive: 100.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Tissa Wewa,family,0.0,very negative: 8.33%; negative: 0.0%; neutral: 91.67%; positive: 0.0%; very positive: 0.0%,very negative: 16.67%; negative: 8.33%; neutral: 50.0%; positive: 16.67%; very positive: 8.33%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 75.0%; positive: 25.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 83.33%; positive: 16.67%; very positive: 0.0%,very negative: 0.0%; negative: 8.33%; neutral: 91.67%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
